Order_ID,Customer_ID,Customer_Age,Category,Product_Name,Unit_Price,Quantity,Region,Payment_Method,Sales_Channel,Customer_Rating,Marketing_Spend,Order_Date,Total_Amount,Profit_Margin,Profit,Order_Year,Order_Month,Order_Quarter,Day_Of_Week,Age_Group
ORD-1341,CUST-306,27,Fashion,Men T-Shirt,84.52,3,South,E-Wallet,Website,3.1,70.67,2023-01-13,253.56,0.35,88.75,2023,2023-01,2023Q1,Friday,Young Adults (25-34)
ORD-1521,CUST-267,55,Books,Psychology Of Money,15.38,3,South,Bank Transfer,Website,3.6,78.57,2023-01-14,46.14,0.25,11.54,2023,2023-01,2023Q1,Saturday,Seniors (50+)
ORD-1542,CUST-172,44,Books,Python Cookbook,22.63,2,Central,COD (Cash on Delivery),Social Media,4.8,53.82,2023-01-14,45.26,0.25,11.32,2023,2023-01,2023Q1,Saturday,Middle-Aged (35-49)
ORD-2120,CUST-145,42,Books,Python Cookbook,39.71,5,Central,Bank Transfer,Store Affiliate,4.8,118.85,2023-01-14,198.55,0.25,49.64,2023,2023-01,2023Q1,Saturday,Middle-Aged (35-49)
ORD-1785,CUST-230,60,Beauty & Care,Moisturizer Cream,51.11,3,Central,Bank Transfer,Social Media,3.4,34.92,2023-01-14,153.33,0.42,64.4,2023,2023-01,2023Q1,Saturday,Seniors (50+)
ORD-1651,CUST-127,57,Sports & Outdoors,Camping Tent,129.34,3,North,E-Wallet,Website,4.7,80.05,2023-01-14,388.02,0.3,116.41,2023,2023-01,2023Q1,Saturday,Seniors (50+)
ORD-1547,CUST-152,37,Sports & Outdoors,Yoga Mat,127.96,2,Central,COD (Cash on Delivery),Social Media,4.5,130.21,2023-01-14,255.92,0.3,76.78,2023,2023-01,2023Q1,Saturday,Middle-Aged (35-49)
ORD-2009,CUST-312,39,Electronics,Bluetooth Speaker,362.9,4,South,Bank Transfer,Mobile App,4.9,48.46,2023-01-14,1451.6,0.18,261.29,2023,2023-01,2023Q1,Saturday,Middle-Aged (35-49)
ORD-1067,CUST-336,34,Home & Kitchen,Blender 500W,172.42,3,Central,COD (Cash on Delivery),Website,3.4,139.45,2023-01-14,517.26,0.28,144.83,2023,2023-01,2023Q1,Saturday,Young Adults (25-34)
ORD-1092,CUST-197,42,Books,Business Strategy,23.59,2,North,Bank Transfer,Mobile App,4.3,77.23,2023-01-15,47.18,0.25,11.8,2023,2023-01,2023Q1,Sunday,Middle-Aged (35-49)
ORD-1650,CUST-279,32,Home & Kitchen,Air Fryer,78.57,4,North,Credit Card,Mobile App,4.1,55.79,2023-01-15,314.28,0.28,88.0,2023,2023-01,2023Q1,Sunday,Young Adults (25-34)
ORD-2019,CUST-343,53,Books,Psychology Of Money,28.95,1,North,Bank Transfer,Social Media,4.0,62.19,2023-01-15,28.95,0.25,7.24,2023,2023-01,2023Q1,Sunday,Seniors (50+)
ORD-1653,CUST-323,64,Electronics,Smartphone X,340.43,4,South,E-Wallet,Mobile App,3.6,88.42,2023-01-15,1361.72,0.18,245.11,2023,2023-01,2023Q1,Sunday,Seniors (50+)
ORD-1640,CUST-205,65,Beauty & Care,Moisturizer Cream,55.29,5,North,COD (Cash on Delivery),Social Media,4.0,122.47,2023-01-16,276.45,0.42,116.11,2023,2023-01,2023Q1,Monday,Seniors (50+)
ORD-1446,CUST-114,54,Home & Kitchen,Coffee Maker,140.86,3,North,COD (Cash on Delivery),Mobile App,4.4,130.36,2023-01-17,422.58,0.28,118.32,2023,2023-01,2023Q1,Tuesday,Seniors (50+)
ORD-1149,CUST-326,28,Beauty & Care,Perfume 50Ml,62.59,4,North,Bank Transfer,Store Affiliate,3.3,137.66,2023-01-17,250.36,0.42,105.15,2023,2023-01,2023Q1,Tuesday,Young Adults (25-34)
ORD-1742,CUST-284,36,Books,Psychology Of Money,22.93,5,Central,COD (Cash on Delivery),Store Affiliate,4.9,127.28,2023-01-18,114.65,0.25,28.66,2023,2023-01,2023Q1,Wednesday,Middle-Aged (35-49)
ORD-1733,CUST-342,39,Fashion,Women Dress,171.79,4,Central,Credit Card,Website,3.0,128.75,2023-01-18,687.16,0.35,240.51,2023,2023-01,2023Q1,Wednesday,Middle-Aged (35-49)
ORD-1655,CUST-319,51,Home & Kitchen,Air Fryer,217.5,4,North,Bank Transfer,Mobile App,3.3,63.97,2023-01-18,870.0,0.28,243.6,2023,2023-01,2023Q1,Wednesday,Seniors (50+)
ORD-1062,CUST-286,48,Fashion,Denim Jeans,36.37,1,North,Credit Card,Mobile App,5.0,89.56,2023-01-19,36.37,0.35,12.73,2023,2023-01,2023Q1,Thursday,Middle-Aged (35-49)
ORD-1620,CUST-291,34,Beauty & Care,Lipstick Matte,64.55,4,North,Bank Transfer,Mobile App,4.8,31.34,2023-01-20,258.2,0.42,108.44,2023,2023-01,2023Q1,Friday,Young Adults (25-34)
ORD-2004,CUST-325,41,Home & Kitchen,Non-Stick Pan,139.78,3,South,Bank Transfer,Mobile App,4.9,21.77,2023-01-20,419.34,0.28,117.42,2023,2023-01,2023Q1,Friday,Middle-Aged (35-49)
ORD-1997,CUST-197,63,Home & Kitchen,Air Fryer,134.84,4,North,Credit Card,Social Media,3.8,55.45,2023-01-21,539.36,0.28,151.02,2023,2023-01,2023Q1,Saturday,Seniors (50+)
ORD-1524,CUST-270,41,Books,Python Cookbook,42.63,3,North,E-Wallet,Mobile App,3.1,96.31,2023-01-21,127.89,0.25,31.97,2023,2023-01,2023Q1,Saturday,Middle-Aged (35-49)
ORD-1017,CUST-108,32,Books,Python Cookbook,27.68,5,North,Bank Transfer,Store Affiliate,4.4,100.99,2023-01-21,138.4,0.25,34.6,2023,2023-01,2023Q1,Saturday,Young Adults (25-34)
ORD-1176,CUST-128,23,Fashion,Leather Jacket,81.37,5,Central,Bank Transfer,Mobile App,3.1,76.13,2023-01-21,406.85,0.35,142.4,2023,2023-01,2023Q1,Saturday,Gen Z (<25)
ORD-2114,CUST-328,47,Fashion,Women Dress,43.18,3,North,COD (Cash on Delivery),Mobile App,4.8,23.58,2023-01-21,129.54,0.35,45.34,2023,2023-01,2023Q1,Saturday,Middle-Aged (35-49)
ORD-1918,CUST-116,59,Sports & Outdoors,Dumbbell Set,148.06,5,Central,Credit Card,Website,3.4,95.19,2023-01-21,740.3,0.3,222.09,2023,2023-01,2023Q1,Saturday,Seniors (50+)
ORD-1980,CUST-236,30,Fashion,Running Shoes,38.6,2,North,E-Wallet,Mobile App,5.0,111.87,2023-01-22,77.2,0.35,27.02,2023,2023-01,2023Q1,Sunday,Young Adults (25-34)
ORD-1608,CUST-274,31,Electronics,Laptop Pro,943.76,4,South,Credit Card,Website,4.9,139.9,2023-01-24,3775.04,0.18,679.51,2023,2023-01,2023Q1,Tuesday,Young Adults (25-34)
ORD-1658,CUST-151,59,Sports & Outdoors,Camping Tent,149.29,1,Central,Credit Card,Social Media,3.4,83.08,2023-01-24,149.29,0.3,44.79,2023,2023-01,2023Q1,Tuesday,Seniors (50+)
ORD-1362,CUST-186,42,Electronics,Bluetooth Speaker,1147.87,5,North,E-Wallet,Store Affiliate,4.7,143.12,2023-01-24,5739.35,0.18,1033.08,2023,2023-01,2023Q1,Tuesday,Middle-Aged (35-49)
ORD-1438,CUST-112,36,Sports & Outdoors,Water Bottle,50.11,1,North,Bank Transfer,Website,3.7,117.36,2023-01-25,50.11,0.3,15.03,2023,2023-01,2023Q1,Wednesday,Middle-Aged (35-49)
ORD-1736,CUST-184,44,Fashion,Women Dress,137.75,5,Central,COD (Cash on Delivery),Website,4.0,136.8,2023-01-25,688.75,0.35,241.06,2023,2023-01,2023Q1,Wednesday,Middle-Aged (35-49)
ORD-2029,CUST-107,23,Beauty & Care,Hair Dryer,83.7,4,Central,Credit Card,Social Media,4.0,69.15,2023-01-25,334.8,0.42,140.62,2023,2023-01,2023Q1,Wednesday,Gen Z (<25)
ORD-1820,CUST-216,42,Beauty & Care,Lipstick Matte,40.7,2,North,COD (Cash on Delivery),Mobile App,3.6,14.4,2023-01-25,81.4,0.42,34.19,2023,2023-01,2023Q1,Wednesday,Middle-Aged (35-49)
ORD-1551,CUST-167,33,Home & Kitchen,Air Fryer,128.05,2,Central,Bank Transfer,Mobile App,4.6,107.9,2023-01-26,256.1,0.28,71.71,2023,2023-01,2023Q1,Thursday,Young Adults (25-34)
ORD-1843,CUST-208,18,Books,Psychology Of Money,37.12,5,North,Credit Card,Mobile App,3.2,123.29,2023-01-26,185.6,0.25,46.4,2023,2023-01,2023Q1,Thursday,Gen Z (<25)
ORD-1197,CUST-284,23,Fashion,Men T-Shirt,137.45,3,South,COD (Cash on Delivery),Website,4.7,94.73,2023-01-27,412.35,0.35,144.32,2023,2023-01,2023Q1,Friday,Gen Z (<25)
ORD-2188,CUST-282,37,Electronics,Smart Watch,1006.15,4,North,Bank Transfer,Store Affiliate,4.5,146.19,2023-01-28,4024.6,0.18,724.43,2023,2023-01,2023Q1,Saturday,Middle-Aged (35-49)
ORD-1161,CUST-291,43,Fashion,Men T-Shirt,174.45,4,North,COD (Cash on Delivery),Website,4.9,111.68,2023-01-29,697.8,0.35,244.23,2023,2023-01,2023Q1,Sunday,Middle-Aged (35-49)
ORD-1326,CUST-171,20,Books,Data Science Handbook,29.54,3,North,COD (Cash on Delivery),Website,4.2,112.43,2023-01-29,88.62,0.25,22.16,2023,2023-01,2023Q1,Sunday,Gen Z (<25)
ORD-1375,CUST-218,46,Beauty & Care,Lipstick Matte,40.6,2,North,COD (Cash on Delivery),Social Media,4.9,77.79,2023-01-29,81.2,0.42,34.1,2023,2023-01,2023Q1,Sunday,Middle-Aged (35-49)
ORD-1944,CUST-190,38,Home & Kitchen,Non-Stick Pan,158.94,1,South,COD (Cash on Delivery),Store Affiliate,4.4,21.57,2023-01-30,158.94,0.28,44.5,2023,2023-01,2023Q1,Monday,Middle-Aged (35-49)
ORD-1865,CUST-181,42,Electronics,Bluetooth Speaker,348.47,3,Central,COD (Cash on Delivery),Website,4.1,139.13,2023-01-31,1045.41,0.18,188.17,2023,2023-01,2023Q1,Tuesday,Middle-Aged (35-49)
ORD-1014,CUST-122,35,Sports & Outdoors,Water Bottle,113.08,1,South,COD (Cash on Delivery),Website,3.1,29.87,2023-01-31,113.08,0.3,33.92,2023,2023-01,2023Q1,Tuesday,Middle-Aged (35-49)
ORD-1440,CUST-222,36,Sports & Outdoors,Water Bottle,61.32,5,International,E-Wallet,Mobile App,3.8,101.69,2023-01-31,306.6,0.3,91.98,2023,2023-01,2023Q1,Tuesday,Middle-Aged (35-49)
ORD-1373,CUST-146,63,Fashion,Men T-Shirt,141.49,5,Central,COD (Cash on Delivery),Store Affiliate,4.2,91.75,2023-01-31,707.45,0.35,247.61,2023,2023-01,2023Q1,Tuesday,Seniors (50+)
ORD-1187,CUST-252,48,Home & Kitchen,Blender 500W,105.4,4,North,COD (Cash on Delivery),Website,4.0,114.75,2023-02-01,421.6,0.28,118.05,2023,2023-02,2023Q1,Wednesday,Middle-Aged (35-49)
ORD-1781,CUST-213,18,Beauty & Care,Moisturizer Cream,23.87,3,North,Credit Card,Website,4.5,115.82,2023-02-02,71.61,0.42,30.08,2023,2023-02,2023Q1,Thursday,Gen Z (<25)
ORD-1183,CUST-252,35,Beauty & Care,Hair Dryer,59.73,2,North,Bank Transfer,Store Affiliate,4.7,44.03,2023-02-02,119.46,0.42,50.17,2023,2023-02,2023Q1,Thursday,Middle-Aged (35-49)
ORD-2195,CUST-156,47,Electronics,Laptop Pro,650.92,3,South,E-Wallet,Website,3.6,74.71,2023-02-03,1952.76,0.18,351.5,2023,2023-02,2023Q1,Friday,Middle-Aged (35-49)
ORD-1455,CUST-272,56,Sports & Outdoors,Yoga Mat,118.48,5,South,COD (Cash on Delivery),Mobile App,4.2,12.8,2023-02-04,592.4,0.3,177.72,2023,2023-02,2023Q1,Saturday,Seniors (50+)
ORD-2086,CUST-317,28,Sports & Outdoors,Camping Tent,111.32,2,North,E-Wallet,Mobile App,3.4,45.8,2023-02-04,222.64,0.3,66.79,2023,2023-02,2023Q1,Saturday,Young Adults (25-34)
ORD-1155,CUST-135,46,Home & Kitchen,Robot Vacuum,137.71,2,North,COD (Cash on Delivery),Store Affiliate,4.1,81.15,2023-02-04,275.42,0.28,77.12,2023,2023-02,2023Q1,Saturday,Middle-Aged (35-49)
ORD-1864,CUST-252,60,Fashion,Denim Jeans,85.38,5,North,Bank Transfer,Store Affiliate,3.2,81.71,2023-02-04,426.9,0.35,149.42,2023,2023-02,2023Q1,Saturday,Seniors (50+)
ORD-1528,CUST-338,48,Sports & Outdoors,Dumbbell Set,96.58,4,North,Bank Transfer,Social Media,3.2,42.54,2023-02-05,386.32,0.3,115.9,2023,2023-02,2023Q1,Sunday,Middle-Aged (35-49)
ORD-1881,CUST-140,44,Fashion,Leather Jacket,64.09,2,North,Credit Card,Mobile App,4.1,10.12,2023-02-06,128.18,0.35,44.86,2023,2023-02,2023Q1,Monday,Middle-Aged (35-49)
ORD-1915,CUST-139,40,Books,Data Science Handbook,12.8,5,North,E-Wallet,Website,3.3,113.66,2023-02-06,64.0,0.25,16.0,2023,2023-02,2023Q1,Monday,Middle-Aged (35-49)
ORD-1470,CUST-268,59,Home & Kitchen,Coffee Maker,181.93,3,North,Credit Card,Mobile App,4.7,113.67,2023-02-07,545.79,0.28,152.82,2023,2023-02,2023Q1,Tuesday,Seniors (50+)
ORD-1386,CUST-112,45,Fashion,Women Dress,37.11,5,Central,Credit Card,Social Media,5.0,23.51,2023-02-07,185.55,0.35,64.94,2023,2023-02,2023Q1,Tuesday,Middle-Aged (35-49)
ORD-1200,CUST-326,44,Fashion,Denim Jeans,78.65,5,North,E-Wallet,Social Media,3.8,89.71,2023-02-07,393.25,0.35,137.64,2023,2023-02,2023Q1,Tuesday,Middle-Aged (35-49)
ORD-1479,CUST-283,23,Home & Kitchen,Blender 500W,193.33,3,North,COD (Cash on Delivery),Store Affiliate,4.9,94.68,2023-02-07,579.99,0.28,162.4,2023,2023-02,2023Q1,Tuesday,Gen Z (<25)
ORD-1456,CUST-320,40,Home & Kitchen,Blender 500W,215.11,1,North,Bank Transfer,Website,3.1,141.65,2023-02-08,215.11,0.28,60.23,2023,2023-02,2023Q1,Wednesday,Middle-Aged (35-49)
ORD-2090,CUST-130,28,Home & Kitchen,Coffee Maker,168.57,5,South,Bank Transfer,Website,4.4,98.39,2023-02-08,842.85,0.28,236.0,2023,2023-02,2023Q1,Wednesday,Young Adults (25-34)
ORD-1355,CUST-272,42,Beauty & Care,Perfume 50Ml,21.82,4,North,E-Wallet,Website,4.5,47.14,2023-02-08,87.28,0.42,36.66,2023,2023-02,2023Q1,Wednesday,Middle-Aged (35-49)
ORD-1855,CUST-317,42,Fashion,Men T-Shirt,141.85,3,North,E-Wallet,Mobile App,4.1,132.84,2023-02-08,425.55,0.35,148.94,2023,2023-02,2023Q1,Wednesday,Middle-Aged (35-49)
ORD-2162,CUST-190,39,Fashion,Denim Jeans,126.17,1,North,Bank Transfer,Store Affiliate,3.5,44.99,2023-02-09,126.17,0.35,44.16,2023,2023-02,2023Q1,Thursday,Middle-Aged (35-49)
ORD-1202,CUST-292,38,Beauty & Care,Hair Dryer,17.8,1,South,Credit Card,Mobile App,3.8,27.54,2023-02-09,17.8,0.42,7.48,2023,2023-02,2023Q1,Thursday,Middle-Aged (35-49)
ORD-1160,CUST-167,62,Sports & Outdoors,Bicycle Helmet,75.42,3,North,Bank Transfer,Mobile App,3.6,14.56,2023-02-10,226.26,0.3,67.88,2023,2023-02,2023Q1,Friday,Seniors (50+)
ORD-1705,CUST-180,43,Home & Kitchen,Air Fryer,141.58,2,South,COD (Cash on Delivery),Mobile App,3.1,130.85,2023-02-12,283.16,0.28,79.28,2023,2023-02,2023Q1,Sunday,Middle-Aged (35-49)
ORD-1802,CUST-309,37,Beauty & Care,Face Sunscreen,57.27,5,Central,COD (Cash on Delivery),Website,3.1,15.14,2023-02-12,286.35,0.42,120.27,2023,2023-02,2023Q1,Sunday,Middle-Aged (35-49)
ORD-2110,CUST-210,41,Home & Kitchen,Blender 500W,225.72,4,Central,Bank Transfer,Website,4.5,138.96,2023-02-12,902.88,0.28,252.81,2023,2023-02,2023Q1,Sunday,Middle-Aged (35-49)
ORD-1599,CUST-330,19,Sports & Outdoors,Camping Tent,57.33,4,North,Bank Transfer,Social Media,4.8,85.28,2023-02-13,229.32,0.3,68.8,2023,2023-02,2023Q1,Monday,Gen Z (<25)
ORD-1464,CUST-248,60,Sports & Outdoors,Yoga Mat,49.99,5,South,COD (Cash on Delivery),Mobile App,4.9,44.62,2023-02-14,249.95,0.3,74.98,2023,2023-02,2023Q1,Tuesday,Seniors (50+)
ORD-2045,CUST-219,42,Fashion,Denim Jeans,21.89,1,South,COD (Cash on Delivery),Mobile App,3.5,62.39,2023-02-15,21.89,0.35,7.66,2023,2023-02,2023Q1,Wednesday,Middle-Aged (35-49)
ORD-1934,CUST-278,54,Beauty & Care,Hair Dryer,32.38,5,South,COD (Cash on Delivery),Website,4.7,49.89,2023-02-15,161.9,0.42,68.0,2023,2023-02,2023Q1,Wednesday,Seniors (50+)
ORD-1396,CUST-160,23,Books,Business Strategy,42.43,5,South,Credit Card,Social Media,4.7,54.65,2023-02-15,212.15,0.25,53.04,2023,2023-02,2023Q1,Wednesday,Gen Z (<25)
ORD-2054,CUST-291,23,Electronics,Smartphone X,793.74,4,South,Credit Card,Mobile App,4.3,137.36,2023-02-16,3174.96,0.18,571.49,2023,2023-02,2023Q1,Thursday,Gen Z (<25)
ORD-1181,CUST-274,19,Beauty & Care,Lipstick Matte,36.81,3,Central,COD (Cash on Delivery),Social Media,3.3,51.03,2023-02-16,110.43,0.42,46.38,2023,2023-02,2023Q1,Thursday,Gen Z (<25)
ORD-1576,CUST-280,31,Fashion,Men T-Shirt,21.17,1,North,Bank Transfer,Website,3.5,29.81,2023-02-16,21.17,0.35,7.41,2023,2023-02,2023Q1,Thursday,Young Adults (25-34)
ORD-2093,CUST-300,20,Books,Atomic Habits,22.63,4,North,COD (Cash on Delivery),Social Media,4.9,39.06,2023-02-16,90.52,0.25,22.63,2023,2023-02,2023Q1,Thursday,Gen Z (<25)
ORD-1560,CUST-262,52,Books,Data Science Handbook,23.51,1,North,E-Wallet,Website,3.6,69.39,2023-02-17,23.51,0.25,5.88,2023,2023-02,2023Q1,Friday,Seniors (50+)
ORD-2092,CUST-244,46,Sports & Outdoors,Bicycle Helmet,66.83,5,Central,Credit Card,Website,4.7,58.34,2023-02-17,334.15,0.3,100.24,2023,2023-02,2023Q1,Friday,Middle-Aged (35-49)
ORD-1458,CUST-203,58,Beauty & Care,Moisturizer Cream,78.55,5,North,COD (Cash on Delivery),Mobile App,5.0,65.71,2023-02-17,392.75,0.42,164.96,2023,2023-02,2023Q1,Friday,Seniors (50+)
ORD-1669,CUST-106,22,Books,Data Science Handbook,13.5,2,North,Credit Card,Social Media,4.0,120.46,2023-02-17,27.0,0.25,6.75,2023,2023-02,2023Q1,Friday,Gen Z (<25)
ORD-1788,CUST-330,27,Sports & Outdoors,Bicycle Helmet,45.16,4,North,Credit Card,Website,4.9,41.63,2023-02-18,180.64,0.3,54.19,2023,2023-02,2023Q1,Saturday,Young Adults (25-34)
ORD-1267,CUST-350,50,Electronics,Wireless Headphones,198.18,4,North,E-Wallet,Store Affiliate,3.2,142.27,2023-02-18,792.72,0.18,142.69,2023,2023-02,2023Q1,Saturday,Seniors (50+)
ORD-1987,CUST-106,46,Sports & Outdoors,Water Bottle,144.43,1,Central,E-Wallet,Store Affiliate,3.1,134.48,2023-02-18,144.43,0.3,43.33,2023,2023-02,2023Q1,Saturday,Middle-Aged (35-49)
ORD-1706,CUST-211,44,Sports & Outdoors,Yoga Mat,28.9,1,North,Bank Transfer,Store Affiliate,3.2,139.86,2023-02-18,28.9,0.3,8.67,2023,2023-02,2023Q1,Saturday,Middle-Aged (35-49)
ORD-1776,CUST-248,35,Beauty & Care,Perfume 50Ml,63.26,4,North,COD (Cash on Delivery),Mobile App,4.0,44.54,2023-02-19,253.04,0.42,106.28,2023,2023-02,2023Q1,Sunday,Middle-Aged (35-49)
ORD-2171,CUST-170,48,Beauty & Care,Moisturizer Cream,67.32,5,Central,E-Wallet,Mobile App,4.4,130.88,2023-02-19,336.6,0.42,141.37,2023,2023-02,2023Q1,Sunday,Middle-Aged (35-49)
ORD-1041,CUST-140,41,Fashion,Denim Jeans,23.21,5,Central,Bank Transfer,Website,4.6,135.04,2023-02-19,116.05,0.35,40.62,2023,2023-02,2023Q1,Sunday,Middle-Aged (35-49)
