Order_ID,Customer_ID,Customer_Age,Category,Product_Name,Unit_Price,Quantity,Region,Payment_Method,Sales_Channel,Customer_Rating,Marketing_Spend,Order_Date
ORD-1615,CUST-326,18.0,books,Psychology of Money,20.55 USD,5,Central,Bank Transfer,Mobile App,3.3,66.46,"Sep 23, 2023"
ORD-1218,CUST-348,34.0,Books,Python Cookbook,32.06,3,Central,Credit Card,Store Affiliate,4.0,132.7,"Aug 09, 2023"
ORD-1826,CUST-283,25.0,Books,Python Cookbook,17.08,2,South,Credit Card,Website,,62.12,2023/09/29
ORD-1323,CUST-118,,  Home & Kitchen   ,Coffee Maker,$178.79,5,International,Bank Transfer,Mobile App,4.4,46.83,2023/08/02
ORD-1365,CUST-127,61.0,Sports & Outdoors,Camping Tent,$52.86,5,Central,Credit Card,Store Affiliate,3.5,10.45,2023-12-19
ORD-1465,CUST-252,61.0,Sports & Outdoors,Bicycle Helmet,118.77,5,North,E-Wallet,Store Affiliate,,48.14,10-21-2023
ORD-1807,CUST-179,23.0,Electronics,Bluetooth Speaker,240.04,5,South,Credit Card,Mobile App,3.9,108.31,10/04/2023
ORD-1233,CUST-139,49.0,Beauty & Care,Moisturizer Cream,$34.72,3,North,Credit Card,Store Affiliate,3.9,136.6,"Nov 20, 2023"
ORD-1168,CUST-156,56.0,Sports & Outdoors,Camping Tent,129.15,2,North,E-Wallet,Website,3.5,80.49,"Apr 04, 2023"
ORD-1643,CUST-321,46.0,Beauty & Care,Lipstick Matte,71.12,5,,COD (Cash on Delivery),Mobile App,3.0,132.45,06-06-2023
ORD-1294,CUST-271,55.0,Sports & Outdoors,Yoga Mat,$109.80,1,North,E-Wallet,Store Affiliate,4.1,138.48,"Apr 09, 2023"
ORD-1422,CUST-269,37.0,Sports & Outdoors,Water Bottle,$139.49,1,North,Bank Transfer,Mobile App,4.6,53.19,05/07/2023
ORD-1526,CUST-241,61.0,Sports & Outdoors,Bicycle Helmet,107.74,2,Central,E-Wallet,Store Affiliate,3.7,111.22,10-04-2023
ORD-1581,CUST-119,24.0,  Electronics   ,Wireless Headphones,$595.42,5,International,Credit Card,Social Media,4.2,82.71,2023/09/18
ORD-1290,CUST-151,-5.0,Electronics,Wireless Headphones,317.37,3,Central,Bank Transfer,Website,3.2,48.34,"Dec 11, 2023"
ORD-1420,CUST-300,40.0,Sports & Outdoors,Camping Tent,73.08,3,North,E-Wallet,Mobile App,3.5,57.58,27/04/2023
ORD-1270,CUST-296,44.0,Home & Kitchen,Blender 500W,67.51 USD,2,Central,E-Wallet,Store Affiliate,3.6,57.76,11-23-2023
ORD-1376,CUST-163,28.0,Sports & Outdoors,Yoga Mat,$128.74,4,CENTRAL,Credit Card,Social Media,5.0,101.97,24/11/2023
ORD-1519,CUST-256,61.0,Sports & Outdoors,Camping Tent,$113.71,1,Central,Bank Transfer,Mobile App,3.1,33.7,2023/04/03
ORD-2023,CUST-117,34.0,Fashion,Denim Jeans,98.77,-3,International,Bank Transfer,Mobile App,4.5,133.49,2023-12-16
ORD-1390,CUST-103,-999.0,Electronics,Laptop Pro,$562.54,4,Central,E-Wallet,Mobile App,3.9,50.22,2023-03-19
ORD-2128,CUST-335,41.0,BEAUTY & CARE,Lipstick Matte,35.34,3,International,Credit Card,Mobile App,3.2,60.84,"Nov 28, 2023"
ORD-1429,CUST-347,30.0,Electronics,Wireless Headphones,583.38 USD,2,Central,Credit Card,Social Media,4.2,95.86,"Nov 06, 2023"
ORD-1907,CUST-328,28.0,Fashion,Denim Jeans,174.33 USD,3,NORTH,E-Wallet,Website,4.0,118.26,2023-12-05
ORD-1425,CUST-139,62.0,Books,Data Science Handbook,43.73,3,International,COD (Cash on Delivery),Website,-1.0,33.31,12-13-2023
ORD-1599,CUST-330,19.0,Sports & Outdoors,Camping Tent,$57.33,4,International,Bank Transfer,Social Media,4.8,85.28,13/02/2023
ORD-2108,CUST-225,-999.0,Beauty & Care,Face Sunscreen,51.56 USD,5,International,COD (Cash on Delivery),Website,3.5,78.71,11/11/2023
ORD-1979,CUST-259,59.0,Beauty & Care,Face Sunscreen, 17.05 ,2,South,E-Wallet,Website,3.6,123.8,"Jul 15, 2023"
ORD-1049,CUST-295,,Fashion,Denim Jeans,$60.38,1,International,Credit Card,Website,3.0,70.77,2023/05/06
ORD-1567,CUST-297,59.0,Home & Kitchen,Non-stick Pan,$128.02,4,Central,Bank Transfer,Website,3.8,51.55,invalid_date
ORD-1298,CUST-330,46.0,Books,Python Cookbook,$11.01,1,South,COD (Cash on Delivery),Social Media,4.9,103.3,2023-11-09
ORD-1938,CUST-295,54.0,Beauty & Care,Hair Dryer,15.02,1,South,Credit Card,Social Media,3.8,144.19,2023/05/04
ORD-1296,CUST-195,49.0,Fashion,Men T-Shirt,80.76 USD,3,Central,Bank Transfer,Social Media,3.8,115.49,03-29-2023
ORD-1435,CUST-291,54.0,Fashion,Women Dress, 133.9 ,2,South,E-Wallet,Website,4.8,22.64,08-07-2023
ORD-1361,CUST-286,57.0,electronics,Smart Watch,$855.05,5,Central,COD (Cash on Delivery),Social Media,3.5,132.62,29/08/2023
ORD-1746,CUST-179,24.0,Books,Data Science Handbook,22.64,2,South,E-Wallet,Store Affiliate,3.2,80.21,15/06/2023
ORD-1078,CUST-247,27.0,Home & Kitchen,Robot Vacuum,95.73,2,International,E-Wallet,Social Media,4.3,60.64,2023/09/01
ORD-1063,CUST-217,46.0,Electronics,Smart Watch,$687.09,3,International,E-Wallet,Mobile App,3.3,82.65,13/03/2023
ORD-2124,CUST-266,34.0,N/A,Face Sunscreen,38.77 USD,4,South,Credit Card,Mobile App,5.0,115.18,2023/04/23
ORD-2119,CUST-211,44.0,Electronics,Wireless Headphones,750.22,9999,North,COD (Cash on Delivery),Store Affiliate,4.9,32.28,21/05/2023
ORD-1394,CUST-292,28.0,Sports & Outdoors,Bicycle Helmet, 38.47 ,2,International,Bank Transfer,Social Media,4.3,26.21,2023-04-13
ORD-1514,CUST-212,25.0,Beauty & Care,Face Sunscreen,56.74 USD,5,Central,Credit Card,Social Media,3.6,99.99,2023/03/20
ORD-2013,CUST-120,58.0,Fashion,Leather Jacket,$37.07,4,International,Credit Card,Website,3.1,125.58,2023-01-13
ORD-1765,CUST-245,,Sports & Outdoors,Water Bottle, 138.41 ,5,North,COD (Cash on Delivery),Social Media,4.4,22.68,2023-12-02
ORD-1076,CUST-320,61.0,Sports & Outdoors,Dumbbell Set,113.89 USD,1,International,COD (Cash on Delivery),Mobile App,3.3,65.24,11-21-2023
ORD-1323,CUST-118,,  Home & Kitchen   ,Coffee Maker,$178.79,5,International,Bank Transfer,Mobile App,4.4,46.83,2023/08/02
ORD-1752,CUST-175,48.0,Sports & Outdoors,Bicycle Helmet, 112.97 ,5,South,COD (Cash on Delivery),Mobile App,3.3,80.77,04-07-2023
ORD-1128,CUST-298,36.0,Electronics,Laptop Pro,1141.52,3,North,E-Wallet,Social Media,4.6,72.13,26/04/2023
ORD-1727,CUST-288,-999.0,Electronics,Smart Watch,$996.87,2,South  ,Bank Transfer,Website,3.5,86.17,2023-06-17
ORD-1560,CUST-262,52.0,Books,Data Science Handbook,23.51,1,North,E-Wallet,Website,3.6,69.39,"Feb 17, 2023"
ORD-1277,CUST-142,,Sports & Outdoors,Dumbbell Set,47.86,3,North,E-Wallet,Website,3.9,54.6,2023/04/20
ORD-1985,CUST-244,27.0,Beauty & Care,Lipstick Matte,$32.24,5,International,E-Wallet,Store Affiliate,4.4,78.55,2023-02-20
ORD-1944,CUST-190,38.0,Home & Kitchen,Non-stick Pan,158.94,1,South,COD (Cash on Delivery),Store Affiliate,4.4,21.57,01-30-2023
ORD-1712,CUST-247,60.0,Home & Kitchen,Air Fryer,$149.56,2,Central,COD (Cash on Delivery),Store Affiliate,4.5,115.08,2023-04-26
ORD-1894,CUST-233,24.0,Fashion,Denim Jeans,156.8,3,Central,COD (Cash on Delivery),Website,3.8,58.26,2023-05-22
ORD-2027,CUST-110,27.0,Sports & Outdoors,Camping Tent,$86.35,3,International,Credit Card,Website,4.8,139.84,22/05/2023
ORD-2133,CUST-211,25.0,Fashion,Running Shoes,174.48,3,North,E-Wallet,Social Media,3.1,54.49,2023-05-05
ORD-1044,CUST-187,,Books,Atomic Habits,10.31,1,South,Bank Transfer,Mobile App,3.3,123.43,22/12/2023
ORD-1737,CUST-259,0.0,Beauty & Care,Perfume 50ml,$51.26,1,North,Bank Transfer,Store Affiliate,3.5,92.16,2023/04/12
ORD-1809,CUST-306,27.0,Beauty & Care,Lipstick Matte,89.46,2,International,E-Wallet,Store Affiliate,4.6,123.53,12-15-2023
ORD-1506,CUST-189,43.0,Books,Business Strategy,20.3,4,South,Credit Card,Store Affiliate,4.1,86.52,09-30-2023
ORD-1031,CUST-207,35.0,Electronics,Wireless Headphones,449.32 USD,5,North,E-Wallet,Website,4.1,16.22,2023/03/28
ORD-1529,CUST-269,19.0,Home & Kitchen,Coffee Maker, 108.78 ,5,Central,E-Wallet,Mobile App,3.6,117.44,"Jun 17, 2023"
ORD-1594,CUST-210,60.0,Home & Kitchen,Air Fryer,41.94,4,North,Credit Card,Website,3.6,19.39,"Aug 11, 2023"
ORD-1622,CUST-336,25.0,Beauty & Care,Moisturizer Cream,55.01 USD,1,International,Credit Card,Social Media,3.8,49.2,"Nov 02, 2023"
ORD-1123,CUST-156,36.0,Fashion,Women Dress,67.05,2,North,E-Wallet,Store Affiliate,3.9,59.47,"Jul 14, 2023"
ORD-1086,CUST-174,44.0,Home & Kitchen,Coffee Maker,$179.77,5,North,COD (Cash on Delivery),Social Media,4.1,47.03,11-08-2023
ORD-1411,CUST-337,,ELECTRONICS,Wireless Headphones,1117.22,5,Central,Credit Card,Mobile App,4.5,118.05,"Dec 25, 2023"
ORD-1770,CUST-100,56.0,?,Hair Dryer,51.16,3,North,Credit Card,Store Affiliate,4.2,117.34,"May 11, 2023"
ORD-1558,CUST-113,65.0,Fashion,Running Shoes,166.55,5,Central,COD (Cash on Delivery),Mobile App,3.8,146.07,30/10/2023
ORD-1101,CUST-153,,Sports & Outdoors,Water Bottle,138.32,3,INTERNATIONAL,COD (Cash on Delivery),Store Affiliate,4.9,35.17,2023-09-18
ORD-1670,CUST-268,23.0,Beauty & Care,Hair Dryer,61.46,4,North,E-Wallet,Website,,105.95,08-03-2023
ORD-1342,CUST-204,0.0,Home & Kitchen,Coffee Maker,$81.70,1,International,E-Wallet,Store Affiliate,10.0,140.53,2023/99/99
ORD-2039,CUST-221,26.0,Beauty & Care,Moisturizer Cream,$66.48,3,North,Bank Transfer,Store Affiliate,3.6,46.54,2023-11-28
ORD-1551,CUST-167,33.0,Home & Kitchen,Air Fryer, 128.05 ,2,Central,Bank Transfer,Mobile App,4.6,107.9,2023-01-26
ORD-1308,CUST-241,30.0,Books,Psychology of Money,$21.00,3,Central,Bank Transfer,Website,4.3,10.93,04-28-2023
ORD-2005,CUST-197,41.0,Fashion,Women Dress,$51.95,3,North,E-Wallet,Website,4.6,23.24,24/07/2023
ORD-1917,CUST-154,64.0,Beauty & Care,Perfume 50ml,43.82,4,North,Bank Transfer,Website,4.0,41.04,"May 20, 2023"
ORD-2131,CUST-223,63.0,Electronics,Smart Watch,$531.32,1,South,COD (Cash on Delivery),Website,3.5,144.43,"Jan 07, 2023"
ORD-1825,CUST-149,50.0,Books,Atomic Habits,13.80 USD,1,South,COD (Cash on Delivery),Mobile App,4.2,92.15,2023/12/22
ORD-1113,CUST-286,29.0,  Electronics   ,Smart Watch,342.22,4,North,Credit Card,Store Affiliate,4.5,130.48,2023-09-25
ORD-1578,CUST-243,46.0,Electronics,Laptop Pro,853.85,5,International,Bank Transfer,Store Affiliate,3.8,38.62,04/07/2023
ORD-1382,CUST-320,21.0,Electronics,Smart Watch, 322.36 ,1,South,Bank Transfer,Website,4.6,121.54,26/05/2023
ORD-2166,CUST-171,36.0,Home & Kitchen,Robot Vacuum,244.50 USD,2,South,COD (Cash on Delivery),Store Affiliate,4.8,61.84,26/12/2023
ORD-2114,CUST-328,47.0,Fashion,Women Dress,43.18 USD,3,International,COD (Cash on Delivery),Mobile App,4.8,23.58,2023/01/21
ORD-1380,CUST-213,,Beauty & Care,Moisturizer Cream,$67.66,2,International,Credit Card,Store Affiliate,4.3,50.9,09/07/2023
ORD-1665,CUST-303,24.0,  Fashion   ,Denim Jeans,$97.95,1,South,Bank Transfer,Website,3.6,109.59,2023/02/21
ORD-1778,CUST-267,37.0,Sports & Outdoors,Yoga Mat,$48.36,4,North,Credit Card,Website,3.3,99.92,"Jun 25, 2023"
ORD-1974,CUST-142,,Fashion,Men T-Shirt,$141.2,3,International,Bank Transfer,Mobile App,3.1,31.05,10-17-2023
ORD-1513,CUST-140,52.0,Fashion,Denim Jeans,$88.56,2,International,Bank Transfer,Website,4.2,88.84,2023-10-23
ORD-1072,CUST-312,49.0,Home & Kitchen,Coffee Maker,$999.99,2,North,Bank Transfer,Website,3.9,21.98,05-30-2023
ORD-1893,CUST-299,-999.0,Home & Kitchen,Robot Vacuum, 191.87 ,1,South,COD (Cash on Delivery),Website,4.5,76.83,2023/12/11
ORD-1051,CUST-126,53.0,Home & Kitchen,Coffee Maker,$97.20,1,Central,E-Wallet,Mobile App,4.4,112.09,2023/99/99
ORD-1070,CUST-241,-999.0,Fashion,Running Shoes,$37.3,5,South,Credit Card,Social Media,4.7,121.94,"Oct 16, 2023"
ORD-1285,CUST-337,44.0,Fashion,Leather Jacket,$147.51,5,Central,Credit Card,Website,3.9,90.52,17/12/2023
ORD-1023,CUST-254,0.0,Sports & Outdoors,Yoga Mat,47.20 USD,4,South,E-Wallet,Website,4.3,63.78,14/08/2023
ORD-1528,CUST-338,48.0,-,Dumbbell Set,$96.58,4,VN-North,Bank Transfer,Social Media,3.2,42.54,02-05-2023
ORD-1192,CUST-241,29.0,Home & Kitchen,Blender 500W,232.01,2,International,E-Wallet,Mobile App,4.3,60.66,10-25-2023
ORD-1593,CUST-137,23.0,Books,Python Cookbook,$13.06,5,International,COD (Cash on Delivery),Mobile App,3.2,31.05,03/02/2023
ORD-1107,CUST-265,-999.0,Beauty & Care,Perfume 50ml,28.59 USD,3,South,Credit Card,Social Media,4.5,30.57,"Jun 26, 2023"
ORD-1058,CUST-254,,Books,Psychology of Money,26.33,3,North,COD (Cash on Delivery),Social Media,3.8,130.19,"May 13, 2023"
ORD-1398,CUST-204,42.0,Home & Kitchen,Coffee Maker,159.54,4,SOUTH,COD (Cash on Delivery),Mobile App,3.5,107.58,2023-05-06
ORD-2100,CUST-117,57.0,Fashion,Running Shoes,$174.10,5,International,Credit Card,Social Media,3.1,97.48,06-24-2023
ORD-2088,CUST-253,62.0,Home & Kitchen,Robot Vacuum,209.04,4,North,E-Wallet,Social Media,4.8,129.32,"Nov 13, 2023"
ORD-2139,CUST-318,50.0,Sports & Outdoors,Yoga Mat,$142.55,5,South,E-Wallet,Website,4.9,125.66,10-12-2023
ORD-1486,CUST-265,26.0,Unknown,Blender 500W,$233.83,4,International,Credit Card,Social Media,3.8,55.32,21/12/2023
ORD-1949,CUST-328,46.0,Beauty & Care,Lipstick Matte,$36.34,3,North,COD (Cash on Delivery),Website,3.4,11.71,09/05/2023
ORD-2062,CUST-127,37.0,Fashion,Men T-Shirt,48.78,4,South,COD (Cash on Delivery),Website,3.1,93.87,2023-07-15
ORD-1629,CUST-307,55.0,Books,Python Cookbook,$33.71,5,South,COD (Cash on Delivery),Mobile App,3.6,118.08,2023-03-22
ORD-1575,CUST-241,41.0,Home & Kitchen,Robot Vacuum,148.35,2,South,E-Wallet,Social Media,4.4,101.03,"Apr 18, 2023"
ORD-1277,CUST-142,,Sports & Outdoors,Dumbbell Set,47.86,3,North,E-Wallet,Website,3.9,54.6,2023/04/20
ORD-1621,CUST-139,29.0,Books,Atomic Habits,26.59,4,Central,COD (Cash on Delivery),Store Affiliate,4.9,112.29,01/02/2023
ORD-1413,CUST-300,47.0,  Sports & Outdoors   ,Water Bottle,$97.32,1,South,COD (Cash on Delivery),Website,3.9,54.47,2023/06/10
ORD-1155,CUST-135,46.0,Home & Kitchen,Robot Vacuum,137.71 USD,2,North,COD (Cash on Delivery),Store Affiliate,4.1,81.15,2023-02-04
ORD-1533,CUST-134,57.0,Beauty & Care,Face Sunscreen,$28.79,2,South,Bank Transfer,Website,4.6,31.09,2023-04-17
ORD-1743,CUST-330,56.0,Sports & Outdoors,Bicycle Helmet,$30.35,2,North,E-Wallet,Website,4.2,103.75,"May 02, 2023"
ORD-1054,CUST-124,26.0,books,Python Cookbook,24.83,4,International,Credit Card,Store Affiliate,4.7,25.29,"Aug 16, 2023"
ORD-2115,CUST-312,0.0,Books,Data Science Handbook,15.87,5,South,Credit Card,Website,4.3,40.56,06/05/2023
ORD-1346,CUST-268,57.0,Home & Kitchen,Coffee Maker,218.45,1,Central,E-Wallet,Social Media,3.8,102.56,2023/10/13
ORD-1056,CUST-316,49.0,-,Atomic Habits, 22.2 ,3,North,COD (Cash on Delivery),Website,4.0,110.98,19/08/2023
ORD-1109,CUST-255,,Fashion,Denim Jeans,$40.47,2,North,COD (Cash on Delivery),Website,4.9,16.94,2023-03-21
ORD-1922,CUST-238,27.0,Beauty & Care,Face Sunscreen,$59.81,4,International,E-Wallet,Social Media,3.6,125.25,"Nov 17, 2023"
ORD-1934,CUST-278,54.0,Beauty & Care,Hair Dryer,32.38,5,South,COD (Cash on Delivery),Website,4.7,49.89,2023-02-15
ORD-1174,CUST-112,34.0,Books,Psychology of Money,22.05 USD,4,North,COD (Cash on Delivery),Social Media,3.2,83.89,22/08/2023
ORD-1787,CUST-303,22.0,Electrnics,Wireless Headphones,371.24,5,South,COD (Cash on Delivery),Social Media,4.3,54.18,"Mar 06, 2023"
ORD-1220,CUST-295,25.0,Home & Kitchen,Blender 500W,175.57,3,North,Bank Transfer,Store Affiliate,4.0,26.91,08-15-2023
ORD-1584,CUST-276,52.0,Books,Data Science Handbook,$34.60,5,North,E-Wallet,Social Media,3.9,141.07,2023-01-09
ORD-1331,CUST-133,24.0,Books,Business Strategy, 39.71 ,5,intl,E-Wallet,Website,3.2,111.83,22/08/2023
ORD-1661,CUST-217,48.0,Fashion,Men T-Shirt,$66.50,4,South,Bank Transfer,Website,4.7,127.91,2023/11/03
ORD-2102,CUST-265,65.0,Fashion,Leather Jacket,$112.14,2,South,E-Wallet,Store Affiliate,3.2,59.23,"Jul 01, 2023"
ORD-2135,CUST-287,0.0,Beauty & Care,Perfume 50ml,28.79,3,South,E-Wallet,Social Media,4.3,64.9,2023-11-10
ORD-1771,CUST-177,60.0,Electronics,Wireless Headphones,784.42,1,Central,E-Wallet,Social Media,3.2,120.42,"Jun 24, 2023"
ORD-1332,CUST-285,0.0,Electronics,Bluetooth Speaker,"$1,044.46",2,Central,E-Wallet,Mobile App,4.3,55.8,2023-05-21
ORD-1451,CUST-147,65.0,Sports & Outdoors,Yoga Mat,85.05 USD,2,International,Bank Transfer,Website,3.4,40.19,"May 25, 2023"
ORD-1626,CUST-141,18.0,Home & Kitchen,Air Fryer,150.06 USD,4,North,COD (Cash on Delivery),Website,4.2,92.22,10/07/2023
ORD-1409,CUST-199,47.0,Electronics,Wireless Headphones,657.08,4,North,COD (Cash on Delivery),Mobile App,,119.6,"Mar 13, 2023"
ORD-1535,CUST-129,59.0,Fashion,Denim Jeans,100.82,2,International,E-Wallet,Website,4.1,89.14,"Jun 05, 2023"
ORD-1724,CUST-284,65.0,Books,Python Cookbook,27.58 USD,1,North,Credit Card,Store Affiliate,4.0,99.25,23/10/2023
ORD-1892,CUST-296,23.0,Books,Psychology of Money,$34.69,5,International,COD (Cash on Delivery),Mobile App,3.6,62.4,2023-03-14
ORD-1884,CUST-221,43.0,Sports & Outdoors,Camping Tent,76.65 USD,3,Central,COD (Cash on Delivery),Mobile App,4.5,52.18,2023-03-13
ORD-1196,CUST-274,49.0,Electronics,Laptop Pro,287.77,4,South,Credit Card,Mobile App,3.0,101.47,"Oct 02, 2023"
ORD-1943,CUST-341,58.0,Fashion,Denim Jeans,$83.22,1,Central,E-Wallet,Mobile App,4.6,75.09,2023/08/04
ORD-1275,CUST-342,53.0,Fashion,Running Shoes,34.87,3,South,E-Wallet,Website,,69.74,2023/02/25
ORD-1170,CUST-230,,Sports & Outdoors,Camping Tent,109.59,3,North,Bank Transfer,Social Media,3.5,86.75,2023/11/30
ORD-1231,CUST-255,41.0,Sports & Outdoors,Yoga Mat,$49.83,5,North,E-Wallet,Social Media,3.7,131.36,19/05/2023
ORD-2024,CUST-299,64.0,Home & Kitchen,Blender 500W,$246.78,3,Central,E-Wallet,Store Affiliate,3.5,63.47,2023/06/26
ORD-1208,CUST-175,62.0,Books,Python Cookbook,33.17,4,North,COD (Cash on Delivery),Social Media,3.9,46.44,2023-02-21
ORD-1306,CUST-105,47.0,Electronics,Laptop Pro,198.27,3,International,Bank Transfer,Store Affiliate,4.7,85.58,2023-08-02
ORD-1424,CUST-224,45.0,Sports & Outdoors,Yoga Mat, 59.2 ,2,International,Bank Transfer,Website,4.3,90.15,"Apr 12, 2023"
ORD-1609,CUST-163,,Electronics,Smart Watch,$764.89,2,Central,COD (Cash on Delivery),Website,-1.0,48.44,2023/03/14
ORD-1303,CUST-157,53.0,Sports & Outdoors,Bicycle Helmet,$140.05,3,Central,Bank Transfer,Mobile App,3.0,13.83,31/08/2023
ORD-1240,CUST-336,,Beauty & Care,Hair Dryer,$30.58,3,Central,COD (Cash on Delivery),Social Media,3.2,135.77,2023-11-27
ORD-2145,CUST-325,40.0,Books,Atomic Habits,40.75,4,International,E-Wallet,Store Affiliate,4.7,56.77,09-23-2023
ORD-1482,CUST-167,65.0,Books,Atomic Habits,37.45,1,Central,Credit Card,Social Media,3.6,120.97,2023-10-22
ORD-1209,CUST-211,49.0,Electronics,Wireless Headphones,836.25,2,International,E-Wallet,Store Affiliate,3.2,50.16,2023/99/99
ORD-1244,CUST-253,49.0,Sports & Outdoors,Yoga Mat,108.95,-3,Central,E-Wallet,Mobile App,4.4,16.33,2023/05/08
ORD-1912,CUST-159,51.0,Beauty & Care,Moisturizer Cream, 47.65 ,2,South,COD (Cash on Delivery),Store Affiliate,4.5,65.14,2023-11-09
ORD-1010,CUST-273,39.0,Electronics,Smart Watch,"$1,028.83",4,International,Credit Card,Store Affiliate,4.9,113.87,2023-10-01
ORD-1147,CUST-227,22.0,Sports & Outdoors,Water Bottle, 103.88 ,3,International,COD (Cash on Delivery),Social Media,4.2,16.25,"Jul 06, 2023"
ORD-1352,CUST-321,61.0,Electronics,Bluetooth Speaker,582.96,2,Central,Bank Transfer,Website,3.8,62.67,14/08/2023
ORD-1990,CUST-209,63.0,Beauty & Care,Face Sunscreen,77.41 USD,4,International,COD (Cash on Delivery),Mobile App,4.4,57.24,2023-07-04
ORD-1693,CUST-166,25.0,Fashion,Men T-Shirt,108.27 USD,5,North,Bank Transfer,Mobile App,,45.53,2023/99/99
ORD-1585,CUST-331,59.0,Home & Kitchen,Coffee Maker,$244.77,2,South,Bank Transfer,Website,4.7,139.79,2023/01/04
ORD-2157,CUST-317,19.0,Fashion,Leather Jacket,$65.47,3,North,Credit Card,Mobile App,5.0,149.85,06/07/2023
ORD-1467,CUST-258,58.0,Beauty & Care,Lipstick Matte,$36.50,3,International,COD (Cash on Delivery),Social Media,3.0,119.77,"Nov 09, 2023"
ORD-1609,CUST-163,,Electronics,Smart Watch,$764.89,2,Central,COD (Cash on Delivery),Website,-1.0,48.44,2023/03/14
ORD-1991,CUST-134,23.0,Beauty & Care,Lipstick Matte,33.62 USD,1,Central,E-Wallet,Mobile App,3.7,51.46,2023/10/25
ORD-2077,CUST-251,51.0,Books,Business Strategy,44.84,4,South,COD (Cash on Delivery),Website,3.8,11.76,"Oct 25, 2023"
ORD-1289,CUST-276,18.0,Sports & Outdoors,Dumbbell Set, 142.81 ,3,International,Bank Transfer,Store Affiliate,4.9,26.6,2023/10/20
ORD-1676,CUST-117,,Books,Python Cookbook,$30.45,4,South,E-Wallet,Social Media,3.1,75.25,10-02-2023
